Name,Age,Tm,Lg_bat,G_bat,PA,AB,R_bat,H_bat,2B,3B,HR_bat,RBI,SB,CS,BB_bat,SO_bat,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP_bat,SH,SF,IBB_bat,Pos Summary,Bats,Lg_pit,W,L,W-L%,ERA,G_pit,GS,GF,CG,SHO,SV,IP,H_pit,R_pit,ER,HR_pit,BB_pit,IBB_pit,SO_pit,HBP_pit,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Throws,Tm_fld,Lg,G,GS_fld,CG_fld,Inn,Ch,PO,A,E,DP,Fld%,Rtot,Rtot/yr,RF/9,RF/G,Pos Summary_fld,Tm_cat,Lg_cat,G_cat,GS_cat,CG_cat,Inn_cat,Ch_cat,PO_cat,A_cat,E_cat,DP_cat,Fld%_cat,Rtot_cat,Rtot/yr_cat,Rctch,RF/9_cat,RF/G_cat,PB,WP_cat,SB_cat,CS_cat,CS%,Rk,Tm_app,Yrs,G_app,GS_app,Batting,Defense,P,C,1B,2B_app,3B_app,SS,LF,CF,RF,OF,DH,PH,PR
Ray Fontenot,28,CHC,NL,42,6,6,1,1,0,0,0,0,0,0,0,5,.167,.167,.167,.333,-10,1,0,0,0,0,0,1,L,NL,3,5,.375,3.86,42,0,11,0,0,2,56.0,57,30,24,5,21,3,24,0,1,4,241,105,4.20,1.393,9.2,0.8,3.4,3.9,1.14,L,TOT,ZZ,57,0,0,72.1,22,4,13,5,0,.773,,,2.12,0.30,P,,,,,,,,,,,,,,,,,,,,,,,267,2TM,4,57,0,43,57,57,0,0,0,0,0,0,0,0,0,0,0,0
Ray Fontenot,28,MIN,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,L,AL,0,0,,9.92,15,0,7,0,0,0,16.1,27,19,18,3,4,0,10,2,0,2,81,44,5.04,1.898,14.9,1.7,2.2,5.5,2.50,L,TOT,ZZ,57,0,0,72.1,22,4,13,5,0,.773,,,2.12,0.30,P,,,,,,,,,,,,,,,,,,,,,,,267,2TM,4,57,0,43,57,57,0,0,0,0,0,0,0,0,0,0,0,0
Curt Ford,25,STL,NL,85,240,214,30,53,15,2,2,29,13,5,23,29,.248,.318,.364,.682,88,78,1,0,1,2,2,9H7,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STL,NL,64,50,36,447.1,119,109,7,3,3,.975,6,16,2.33,1.81,OF,,,,,,,,,,,,,,,,,,,,,,,268,STL,2,85,49,85,64,0,0,0,0,0,0,24,0,40,64,0,32,1
Bob Forsch,36,STL,NL,34,88,76,7,13,4,1,2,12,0,0,0,24,.171,.169,.329,.498,34,25,1,0,11,1,0,1/H,R,NL,14,10,.583,3.25,33,33,0,3,0,0,230.0,211,91,83,19,68,11,104,2,0,7,939,113,3.85,1.213,8.3,0.7,2.7,4.1,1.53,R,STL,NL,33,33,3,230.0,49,17,32,0,5,1.000,,,1.92,1.48,P,,,,,,,,,,,,,,,,,,,,,,,269,STL,13,34,33,34,33,33,0,0,0,0,0,0,0,0,0,0,0,1
Terry Forster,34,CAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1,L,AL,4,1,.800,3.51,41,0,17,0,0,5,41.0,47,18,16,2,17,1,28,3,0,0,182,118,3.50,1.561,10.3,0.4,3.7,6.1,1.65,L,CAL,AL,41,0,0,41.0,13,2,11,0,2,1.000,,,2.85,0.32,P,,,,,,,,,,,,,,,,,,,,,,,271,CAL,16,41,0,1,41,41,0,0,0,0,0,0,0,0,0,0,0,0
George Foster,37,TOT,MLB,87,310,284,30,64,6,3,14,42,1,1,24,61,.225,.284,.415,.699,91,118,9,0,0,2,1,7H/D,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,ZZ,73,73,44,594.2,125,115,6,4,1,.968,-4,-7,1.83,1.66,OF,,,,,,,,,,,,,,,,,,,,,,,272,2TM,18,87,75,87,73,0,0,0,0,0,0,73,0,0,73,3,12,0
George Foster,37,NYM,NL,72,256,233,28,53,6,1,13,38,1,1,21,53,.227,.289,.429,.718,98,100,7,0,0,2,1,7H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,ZZ,73,73,44,594.2,125,115,6,4,1,.968,-4,-7,1.83,1.66,OF,,,,,,,,,,,,,,,,,,,,,,,272,2TM,18,87,75,87,73,0,0,0,0,0,0,73,0,0,73,3,12,0
George Foster,37,CHW,AL,15,54,51,2,11,0,2,1,4,0,0,3,8,.216,.259,.353,.612,63,18,2,0,0,0,0,7/DH,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,ZZ,73,73,44,594.2,125,115,6,4,1,.968,-4,-7,1.83,1.66,OF,,,,,,,,,,,,,,,,,,,,,,,272,2TM,18,87,75,87,73,0,0,0,0,0,0,73,0,0,73,3,12,0
John Franco,25,CIN,NL,74,4,4,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,L,NL,6,6,.500,2.94,74,0,52,0,0,29,101.0,90,40,33,7,44,12,84,2,2,4,429,131,3.37,1.327,8.0,0.6,3.9,7.5,1.91,L,CIN,NL,74,0,0,101.0,32,6,22,4,2,.875,,,2.50,0.38,P,,,,,,,,,,,,,,,,,,,,,,,273,CIN,3,74,0,74,74,74,0,0,0,0,0,0,0,0,0,0,0,0
Julio Franco,27,CLE,AL,149,636,599,80,183,30,5,10,74,10,7,32,66,.306,.338,.422,.760,108,253,28,0,0,5,1,*64/DH,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLE,AL,147,143,132,1243.2,680,248,413,19,90,.972,-5,-5,4.78,4.50,SS-2B,,,,,,,,,,,,,,,,,,,,,,,274,CLE,5,149,147,149,145,0,0,0,13,0,133,0,0,0,0,3,1,0
Terry Francona,27,CHC,NL,86,133,124,13,31,3,0,2,8,0,1,6,8,.250,.286,.323,.608,63,40,3,1,0,2,0,H379/8,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHC,NL,53,16,11,210.1,130,123,7,0,9,1.000,-1,-6,5.56,2.45,1B-OF,,,,,,,,,,,,,,,,,,,,,,,275,CHC,6,86,16,86,51,0,0,23,0,0,0,20,2,10,30,0,44,4
George Frazier,31,TOT,MLB,35,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,R,MLB,3,5,.375,5.06,50,0,22,0,0,6,78.1,86,49,44,7,50,5,66,1,0,4,362,82,4.20,1.736,9.9,0.8,5.7,7.6,1.32,R,TOT,ZZ,50,0,0,78.1,9,3,6,0,0,1.000,,,1.03,0.18,P,,,,,,,,,,,,,,,,,,,,,,,277,2TM,9,50,0,35,50,50,0,0,0,0,0,0,0,0,0,0,0,0
George Frazier,31,CHC,NL,35,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,R,NL,2,4,.333,5.40,35,0,12,0,0,0,51.2,63,36,31,5,34,4,41,1,0,3,243,75,4.47,1.877,11.0,0.9,5.9,7.1,1.21,R,TOT,ZZ,50,0,0,78.1,9,3,6,0,0,1.000,,,1.03,0.18,P,,,,,,,,,,,,,,,,,,,,,,,277,2TM,9,50,0,35,50,50,0,0,0,0,0,0,0,0,0,0,0,0
Marvin Freeman,23,PHI,NL,3,7,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,0,0,1,0,0,/1,R,NL,2,0,1.000,2.25,3,3,0,0,0,0,16.0,6,4,4,0,10,0,8,0,0,1,61,176,3.65,1.000,3.4,0.0,5.6,4.5,0.80,R,PHI,NL,3,3,0,16.0,1,0,1,0,0,1.000,,,0.56,0.33,P,,,,,,,,,,,,,,,,,,,,,,,278,PHI,1st,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
Tom Funk,24,HOU,NL,8,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1,L,NL,0,0,,6.48,8,0,2,0,0,0,8.1,10,6,6,1,6,0,2,0,0,0,41,58,6.01,1.920,10.8,1.1,6.5,2.2,0.33,L,HOU,NL,8,0,0,8.1,2,1,1,0,0,1.000,,,2.16,0.25,P,,,,,,,,,,,,,,,,,,,,,,,279,HOU,1st,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0
Gary Gaetti,27,MIN,AL,157,661,596,91,171,34,1,34,108,14,15,52,108,.287,.347,.518,.865,131,309,18,6,1,6,4,*5/H647,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,AL,160,155,148,1364.2,476,120,335,21,36,.956,10,8,3.00,2.84,3B-OF-SS-2B,,,,,,,,,,,,,,,,,,,,,,,280,MIN,6,157,155,157,156,0,0,0,1,156,2,1,0,0,1,0,2,0
Greg Gagne,24,MIN,AL,156,524,472,63,118,22,6,12,54,12,10,30,108,.250,.301,.398,.700,88,188,4,6,13,3,0,*6/4H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIN,AL,159,152,117,1296.1,635,228,381,26,96,.959,-15,-13,4.23,3.83,SS-2B,,,,,,,,,,,,,,,,,,,,,,,281,MIN,4,156,152,156,156,0,0,0,4,0,155,0,0,0,0,0,0,1
Ty Gainey,25,HOU,NL,26,56,50,6,15,3,1,1,6,3,1,6,19,.300,.375,.460,.835,133,23,0,0,0,0,0,8/H79,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,NL,19,12,2,106.2,30,30,0,0,0,1.000,1,9,2.53,1.58,OF,,,,,,,,,,,,,,,,,,,,,,,282,HOU,2,26,12,26,19,0,0,0,0,0,0,7,14,3,19,0,8,0
Andres Galarraga,25,MON,NL,105,356,321,39,87,13,0,10,42,6,5,30,79,.271,.338,.405,.743,105,130,8,3,1,1,5,3H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON,NL,102,79,71,774.0,849,805,40,4,59,.995,-4,-6,9.83,8.28,1B,,,,,,,,,,,,,,,,,,,,,,,283,MON,2,105,79,105,102,0,0,102,0,0,0,0,0,0,0,0,7,4
Mike Gallego,25,OAK,AL,20,40,37,2,10,2,0,0,4,0,2,1,6,.270,.289,.324,.614,73,12,0,0,2,0,0,4/5H6,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,AL,22,12,6,113.0,76,24,51,1,6,.987,4,41,5.97,3.41,2B-3B-SS,,,,,,,,,,,,,,,,,,,,,,,284,OAK,2,20,12,20,20,0,0,0,19,2,1,0,0,0,0,0,0,1
Balvino Galvez,22,LAD,NL,10,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,R,NL,0,1,.000,3.92,10,0,2,0,0,0,20.2,19,10,9,3,12,2,11,0,2,0,91,90,5.34,1.500,8.3,1.3,5.2,4.8,0.92,R,LAD,NL,10,0,0,20.2,7,3,3,1,1,.857,,,2.61,0.60,P,,,,,,,,,,,,,,,,,,,,,,,285,LAD,1st,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0
Jim Gantner,33,MIL,AL,139,543,497,58,136,25,1,7,38,13,7,26,50,.274,.313,.370,.684,84,184,13,6,6,7,2,*4/H5D6,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MIL,AL,139,133,128,1183.2,672,309,353,10,87,.985,3,3,5.03,4.76,2B-3B-SS,,,,,,,,,,,,,,,,,,,,,,,286,MIL,11,139,133,139,137,0,0,0,135,3,1,0,0,0,0,1,3,1
Gene Garber,38,ATL,NL,61,8,6,0,1,0,0,0,0,0,0,1,1,.167,.286,.167,.452,26,1,0,0,1,0,0,1,R,NL,5,5,.500,2.54,61,0,48,0,0,24,78.0,76,23,22,3,20,7,56,1,0,4,319,156,2.64,1.231,8.8,0.3,2.3,6.5,2.80,R,ATL,NL,61,0,0,78.0,21,7,14,0,1,1.000,,,2.42,0.34,P,,,,,,,,,,,,,,,,,,,,,,,287,ATL,17,61,0,61,61,61,0,0,0,0,0,0,0,0,0,0,0,0
Damaso Garcia,29,TOR,AL,122,446,424,57,119,22,0,6,46,9,6,13,32,.281,.306,.375,.681,83,159,14,4,2,3,0,4HD/3,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOR,AL,107,102,86,886.2,519,225,286,8,66,.985,-9,-12,5.19,4.78,2B-1B,,,,,,,,,,,,,,,,,,,,,,,288,TOR,9,122,108,122,105,0,0,1,105,0,0,0,0,0,0,11,6,7
Phil Garner,37,HOU,NL,107,347,313,43,83,14,3,9,41,12,6,30,45,.265,.329,.415,.744,107,130,14,1,0,3,2,5H/4,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOU,NL,91,80,57,703.0,241,66,152,23,15,.905,-1,-1,2.79,2.40,3B-2B,,,,,,,,,,,,,,,,,,,,,,,290,HOU,14,107,80,107,90,0,0,0,7,84,0,0,0,0,0,0,22,0
Scott Garrelts,24,SFG,NL,54,53,45,6,8,1,0,1,4,1,0,1,25,.178,.196,.267,.462,29,12,0,0,7,0,0,1/H,R,NL,13,9,.591,3.11,53,18,27,2,0,10,173.2,144,65,60,17,74,11,125,2,1,9,717,114,3.92,1.255,7.5,0.9,3.8,6.5,1.69,R,SFG,NL,53,18,2,173.2,48,9,37,2,2,.958,,,2.38,0.87,P,,,,,,,,,,,,,,,,,,,,,,,291,SFG,5,54,18,54,53,53,0,0,0,0,0,0,0,0,0,0,0,2
Steve Garvey,37,SDP,NL,155,584,557,58,142,22,0,21,81,1,2,23,72,.255,.284,.408,.692,91,227,18,1,0,3,5,*3H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDP,NL,148,138,110,1190.0,1220,1160,53,7,94,.994,-11,-11,9.17,8.20,1B,,,,,,,,,,,,,,,,,,,,,,,292,SDP,18,155,138,155,148,0,0,148,0,0,0,0,0,0,0,0,11,0
Rich Gedman,26,BOS,AL,135,509,462,49,119,29,0,16,65,1,0,37,61,.258,.315,.424,.739,100,196,15,4,1,5,13,*2H,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS,AL,134,124,118,1106.2,937,866,65,6,10,.994,13,14,7.57,6.95,C,BOS,AL,134,124,118,1106.2,937,866,65,6,10,.994,13,14,13,7.57,6.95,14,40,55,54,50%,293,BOS,7,135,124,135,134,0,134,0,0,0,0,0,0,0,0,0,10,0
Ken Gerhart,25,BAL,AL,20,75,69,4,16,2,0,1,7,0,1,4,18,.232,.267,.304,.571,57,21,1,0,0,2,0,8/7H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAL,AL,20,16,15,146.0,35,34,0,1,0,.971,-2,-15,2.10,1.70,OF,,,,,,,,,,,,,,,,,,,,,,,294,BAL,1st,20,16,20,20,0,0,0,0,0,0,6,14,0,20,0,1,1
John Gibbons,24,NYM,NL,8,22,19,4,9,4,0,1,1,0,0,3,5,.474,.545,.842,1.388,281,16,1,0,0,0,1,/2H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYM,NL,8,5,5,51.0,38,33,5,0,1,1.000,0,0,6.71,4.75,C,NYM,NL,8,5,5,51.0,38,33,5,0,1,1.000,0,0,0,6.71,4.75,0,1,5,1,17%,295,NYM,2,8,5,8,8,0,8,0,0,0,0,0,0,0,0,0,1,0
Kirk Gibson,29,DET,AL,119,521,441,84,118,11,2,28,86,34,6,68,107,.268,.371,.492,.863,133,217,8,7,1,4,4,*9/DH8,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,AL,114,113,108,986.2,194,190,2,2,1,.990,-4,-5,1.75,1.68,OF,,,,,,,,,,,,,,,,,,,,,,,297,DET,8,119,117,119,114,0,0,0,0,0,0,0,1,114,114,4,2,0
Brian Giles,26,CHW,AL,9,11,11,0,3,0,0,0,1,0,0,0,2,.273,.273,.273,.545,47,3,1,0,0,0,0,/4H6,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHW,AL,8,4,1,32.1,26,15,11,0,6,1.000,0,-15,7.24,3.25,2B-SS,,,,,,,,,,,,,,,,,,,,,,,298,CHW,5,9,4,9,8,0,0,0,7,0,1,0,0,0,0,0,1,2
Dan Gladden,28,SFG,NL,102,402,351,55,97,16,1,4,29,27,10,39,59,.276,.357,.362,.719,104,127,5,5,7,0,3,8H,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFG,NL,89,82,75,738.1,236,226,7,3,2,.987,9,15,2.84,2.62,OF,,,,,,,,,,,,,,,,,,,,,,,299,SFG,4,102,82,102,90,0,0,0,0,0,0,0,90,0,90,0,13,4
Rene Gonzales,25,MON,NL,11,28,26,1,3,0,0,0,0,0,2,2,7,.115,.179,.115,.294,-17,3,0,0,0,0,0,/65,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MON,NL,11,7,4,73.1,26,7,19,0,3,1.000,1,10,3.19,2.36,3B-SS,,,,,,,,,,,,,,,,,,,,,,,300,MON,2,11,7,11,11,0,0,0,0,5,6,0,0,0,0,0,0,0
Jose Gonzalez,21,LAD,NL,57,102,93,15,20,5,1,2,6,4,3,7,29,.215,.270,.355,.625,77,33,0,0,2,0,0,8H/9,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAD,NL,57,23,19,271.2,79,73,0,6,0,.924,-3,-12,2.42,1.28,OF,,,,,,,,,,,,,,,,,,,,,,,301,LAD,2,57,23,57,57,0,0,0,0,0,0,0,49,8,57,0,6,8
Dwight Gooden,21,NYM,NL,33,97,81,5,7,0,1,0,4,0,0,2,16,.086,.119,.111,.230,-35,9,3,1,13,0,0,1,R,NL,17,6,.739,2.84,33,33,0,12,2,0,250.0,197,92,79,17,80,3,200,4,4,4,1020,126,3.06,1.108,7.1,0.6,2.9,7.2,2.50,R,NYM,NL,33,33,12,250.0,74,36,36,2,5,.973,,,2.59,2.18,P,,,,,,,,,,,,,,,,,,,,,,,302,NYM,3,33,33,33,33,33,0,0,0,0,0,0,0,0,0,0,0,0
Tom Gorman,28,PHI,NL,8,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,-100,0,0,0,0,0,0,/1,L,NL,0,1,.000,7.71,8,0,1,0,0,0,11.2,21,10,10,0,5,1,8,0,0,4,61,52,2.69,2.229,16.2,0.0,3.9,6.2,1.60,L,PHI,NL,8,0,0,11.2,4,2,2,0,0,1.000,,,3.09,0.50,P,,,,,,,,,,,,,,,,,,,,,,,304,PHI,6,8,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0
Rich Gossage,34,SDP,NL,45,7,7,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,-100,0,1,0,0,0,0,1,R,NL,5,7,.417,4.45,45,0,38,0,0,21,64.2,69,36,32,8,20,0,63,2,0,4,281,83,3.45,1.376,9.6,1.1,2.8,8.8,3.15,R,SDP,NL,45,0,0,64.2,7,2,5,0,0,1.000,,,0.97,0.16,P,,,,,,,,,,,,,,,,,,,,,,,305,SDP,15,45,0,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0
Jim Gott,26,SFG,NL,9,4,3,0,0,0,0,0,0,0,0,0,1,.000,.250,.000,.250,-23,0,0,1,0,0,0,/1H,R,NL,0,0,,7.62,9,2,3,0,0,1,13.0,16,12,11,0,13,2,9,0,1,1,66,48,4.39,2.231,11.1,0.0,9.0,6.2,0.69,R,SFG,NL,9,2,0,13.0,2,0,2,0,0,1.000,,,1.38,0.22,P,,,,,,,,,,,,,,,,,,,,,,,306,SFG,5,9,2,9,9,9,0,0,0,0,0,0,0,0,0,0,2,0
Mark Grant,22,SFG,NL,4,2,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,1,0,0,/1,R,NL,0,1,.000,3.60,4,1,3,0,0,0,10.0,6,4,4,0,5,0,5,0,1,0,39,103,3.27,1.100,5.4,0.0,4.5,4.5,1.00,R,SFG,NL,4,1,0,10.0,1,0,1,0,1,1.000,,,0.90,0.25,P,,,,,,,,,,,,,,,,,,,,,,,307,SFG,2,4,1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0
Gary Green,24,SDP,NL,13,35,33,2,7,1,0,0,2,0,0,1,11,.212,.235,.242,.478,34,8,0,0,1,0,0,6,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SDP,NL,13,12,5,94.1,51,16,35,0,9,1.000,2,23,4.87,3.92,SS,,,,,,,,,,,,,,,,,,,,,,,308,SDP,1st,13,12,13,13,0,0,0,0,0,13,0,0,0,0,0,0,0
Mike Greenwell,22,BOS,AL,31,40,35,4,11,2,0,0,4,0,0,5,7,.314,.400,.371,.771,112,13,1,0,0,0,0,H/79D,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOS,AL,15,3,1,52.0,19,18,1,0,1,1.000,2,37,3.29,1.27,OF,,,,,,,,,,,,,,,,,,,,,,,309,BOS,2,31,4,31,15,0,0,0,0,0,0,8,0,7,15,3,15,5
Bobby Grich,37,CAL,AL,98,366,313,42,84,18,0,9,30,1,3,39,54,.268,.354,.412,.766,109,129,9,3,10,1,1,4H3/5,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CAL,AL,100,81,66,760.1,440,202,231,7,54,.984,1,2,5.13,4.33,2B-1B-3B,,,,,,,,,,,,,,,,,,,,,,,310,CAL,17,98,81,98,94,0,0,11,87,2,0,0,0,0,0,0,16,0
Ken Griffey,36,TOT,MLB,139,532,490,69,150,22,3,21,58,14,9,35,67,.306,.350,.492,.842,127,241,9,1,1,5,4,*7H/8D39,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,MLB,129,115,106,1034.2,244,232,7,5,2,.980,-5,-6,2.08,1.85,OF-1B,,,,,,,,,,,,,,,,,,,,,,,311,2TM,14,139,116,139,128,0,0,1,0,0,0,127,2,1,128,2,21,0
Ken Griffey,36,NYY,AL,59,219,198,33,60,7,0,9,26,2,2,15,24,.303,.349,.475,.823,123,94,7,1,1,4,0,7H/8D9,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,MLB,129,115,106,1034.2,244,232,7,5,2,.980,-5,-6,2.08,1.85,OF-1B,,,,,,,,,,,,,,,,,,,,,,,311,2TM,14,139,116,139,128,0,0,1,0,0,0,127,2,1,128,2,21,0
Ken Griffey,36,ATL,NL,80,313,292,36,90,15,3,12,32,12,7,20,43,.308,.351,.503,.855,129,147,2,0,0,1,4,7/H3,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOT,MLB,129,115,106,1034.2,244,232,7,5,2,.980,-5,-6,2.08,1.85,OF-1B,,,,,,,,,,,,,,,,,,,,,,,311,2TM,14,139,116,139,128,0,0,1,0,0,0,127,2,1,128,2,21,0
Alfredo Griffin,28,OAK,AL,162,649,594,74,169,23,6,4,51,33,16,35,52,.285,.323,.364,.687,94,216,5,2,12,6,6,*6,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,AL,162,162,158,1425.0,728,282,421,25,85,.966,0,0,4.44,4.34,SS,,,,,,,,,,,,,,,,,,,,,,,312,OAK,11,162,162,162,162,0,0,0,0,0,162,0,0,0,0,0,0,0
Greg Gross,33,PHI,NL,87,125,101,11,25,5,0,0,8,1,0,21,11,.248,.379,.297,.676,87,30,4,1,1,1,7,H7/9381,L,NL,0,0,,0.00,1,0,1,0,0,0,0.2,1,0,0,0,1,0,2,0,0,0,4,,1.27,3.000,13.5,0.0,13.5,27.0,2.00,L,PHI,NL,33,10,6,133.0,43,40,3,0,0,1.000,1,7,2.91,1.30,OF-1B-P,,,,,,,,,,,,,,,,,,,,,,,313,PHI,14,87,10,87,30,1,0,5,0,0,0,21,1,6,27,0,68,1
Kevin Gross,25,PHI,NL,37,90,80,6,15,4,1,1,5,1,0,1,22,.188,.198,.300,.498,34,24,1,0,9,0,0,1,R,NL,12,12,.500,4.02,37,36,0,7,2,0,241.2,240,115,108,28,94,2,154,8,1,2,1040,96,4.27,1.382,8.9,1.0,3.5,5.7,1.64,R,PHI,NL,37,36,7,241.2,55,25,28,2,2,.964,,,1.97,1.43,P,,,,,,,,,,,,,,,,,,,,,,,314,PHI,4,37,36,37,37,37,0,0,0,0,0,0,0,0,0,0,0,0
Wayne Gross,34,OAK,AL,3,3,2,0,0,0,0,0,0,0,0,1,0,.000,.333,.000,.333,5,0,0,0,0,0,0,/H5,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OAK,AL,1,0,0,1.0,1,0,0,1,0,.000,0,-120,0.00,0.00,3B,,,,,,,,,,,,,,,,,,,,,,,315,OAK,11,3,0,3,1,0,0,0,0,1,0,0,0,0,0,0,3,0
Johnny Grubb,37,DET,AL,81,243,210,32,70,13,1,13,51,0,1,28,28,.333,.412,.590,1.002,170,124,0,2,0,3,0,DH79,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DET,AL,19,11,5,104.0,27,26,1,0,0,1.000,3,29,2.34,1.42,OF,,,,,,,,,,,,,,,,,,,,,,,316,DET,15,81,57,81,19,0,0,0,0,0,0,10,0,10,19,52,22,0
Kelly Gruber,24,TOR,AL,87,152,143,20,28,4,1,5,15,2,5,5,27,.196,.220,.343,.563,49,49,4,0,2,2,0,5H4D/6798,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOR,AL,70,34,21,351.1,127,43,77,7,8,.945,-1,-3,3.07,1.71,3B-2B-OF-SS,,,,,,,,,,,,,,,,,,,,,,,317,TOR,3,87,36,87,64,0,0,0,14,42,5,4,2,3,9,14,10,23
Cecilio Guante,26,PIT,NL,52,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1,R,NL,5,2,.714,3.35,52,0,24,0,0,4,78.0,65,32,29,11,29,3,63,3,1,2,326,115,4.22,1.205,7.5,1.3,3.3,7.3,2.17,R,PIT,NL,52,0,0,78.0,7,1,5,1,0,.857,,,0.69,0.12,P,,,,,,,,,,,,,,,,,,,,,,,318,PIT,5,52,0,52,52,52,0,0,0,0,0,0,0,0,0,0,0,0
Pedro Guerrero,30,LAD,NL,31,64,61,7,15,3,0,5,10,0,0,2,19,.246,.281,.541,.822,129,33,1,1,0,0,0,H7/3,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAD,NL,14,13,2,84.0,40,39,1,0,4,1.000,0,-4,4.29,2.86,OF-1B,,,,,,,,,,,,,,,,,,,,,,,320,LAD,9,31,13,31,14,0,0,4,0,0,0,10,0,0,10,0,18,0
Ozzie Guillen,22,CHW,AL,159,577,547,58,137,19,4,2,47,8,4,12,52,.250,.265,.311,.576,54,170,14,1,12,5,1,*6/HD,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHW,AL,157,150,136,1322.1,742,261,459,22,93,.970,21,19,4.90,4.59,SS,,,,,,,,,,,,,,,,,,,,,,,323,CHW,2,159,150,159,157,0,0,0,0,0,157,0,0,0,0,1,2,3
Brad Gulden,30,SFG,NL,17,24,22,2,2,0,0,0,1,0,0,2,5,.091,.167,.091,.258,-25,2,1,0,0,0,2,H2,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SFG,NL,10,2,1,33.2,27,26,1,0,0,1.000,0,0,7.22,2.70,C,SFG,NL,10,2,1,33.2,27,26,1,0,0,1.000,0,0,0,7.22,2.70,0,1,3,1,25%,324,SFG,7,17,2,17,10,0,10,0,0,0,0,0,0,0,0,0,11,0
